"일련번호","아파트","도로명주소","월","일","전용면적","층","거래금액"
"11680-668","대우디오빌플러스","서울특별시 강남구 강남대로84길 33",2,21,34.41,4,"31900"
"11680-217","대치우성","서울특별시 강남구 영동대로 230",2,21,115.59,14,"230000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",2,21,84.943,9,"243000"
"11680-194","삼성동한솔","서울특별시 강남구 학동로64길 7",2,21,58.57,1,"130000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",2,21,49.86,10,"123500"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",2,21,33.18,8,"84900"
"11680-4202","한양수자인어반게이트","서울특별시 강남구 봉은사로29길 35",2,21,16.2,6,"22000"
"11680-4050","강남서해더블루","서울특별시 강남구 논현로63길 16",2,22,70.57,5,"86850"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",2,22,99.79,7,"185000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",2,22,39.98,10,"86000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",2,22,33.18,9,"85500"
"11680-15","신사동씨티빌","서울특별시 강남구 강남대로162길 27-26",2,22,55.273,4,"60000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",2,22,122.27,1,"280000"
"11680-3622","e-편한세상","서울특별시 강남구 선릉로69길 20",2,22,59.606,18,"163000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",2,24,59.86,8,"105000"
"11680-503","강남역우정에쉐르","서울특별시 강남구 테헤란로10길 10",2,24,16.78,8,"21500"
"11680-4298","강남한양수자인","서울특별시 강남구 자곡로 260",2,24,59.97,5,"120000"
"11680-284","개포","서울특별시 강남구 언주로 3",2,24,54.98,4,"144000"
"11680-3752","대치아이파크","서울특별시 강남구 선릉로 222",2,24,119.58,13,"305000"
"11680-217","대치우성","서울특별시 강남구 영동대로 230",2,24,115.59,5,"227000"
"11680-3","로데오현대","서울특별시 강남구 압구정로50길 28",2,24,90.94,16,"120000"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",2,24,99.79,14,"182000"
"11680-3760","역삼아이파크","서울특별시 강남구 도곡로57길 12",2,24,84.587,8,"190000"
"11680-594","역삼엔스위트","서울특별시 강남구 언주로103길 14",2,24,84.68,7,"89500"
"11680-340","우성캐릭터","서울특별시 강남구 언주로 118",2,24,164.97,20,"214500"
"11680-218","은마","서울특별시 강남구 삼성로 212",2,24,76.79,12,"194500"
"11680-78","청담현대","서울특별시 강남구 도산대로101길 29",2,24,109.53,22,"237000"
"11680-348","포스코트","서울특별시 강남구 남부순환로381길 15",2,24,200.9,9,"240000"
"11680-195","한일","서울특별시 강남구 봉은사로73길 23",2,24,70.05,7,"150000"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",2,24,33.1,20,"37000"
"11680-440","힐스빌","서울특별시 강남구 학동로5길 22",2,24,139.46,2,"119750"
"11680-503","강남역우정에쉐르","서울특별시 강남구 테헤란로10길 10",2,25,17.23,11,"20000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",2,25,59.9937,10,"164000"
"11680-3905","래미안그레이튼","서울특별시 강남구 도곡로43길 21",2,25,120.37,24,"240000"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",2,25,134.71,8,"220000"
"11680-494","우정에쉐르멤버스","서울특별시 강남구 선릉로87길 14",2,25,22.12,10,"27000"
"11680-505","개포자이","서울특별시 강남구 개포로109길 69",2,26,134.3,7,"206000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",2,26,84.9984,16,"230000"
NA,"삼성동센트럴아이파크","서울특별시 강남구 삼성로 629",2,26,84.95,12,"261000"
"11680-3696","삼성팰리스","서울특별시 강남구 삼성로112길 8",2,26,114.26,3,"148000"
"11680-279","삼익대청","서울특별시 강남구 개포로109길 21",2,26,51.12,8,"126750"
"11680-529","테헤란로대우아이빌","서울특별시 강남구 테헤란로 428",2,26,65.24,20,"59900"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",2,26,126.33,11,"285700"
"11680-481","한보미도맨션","서울특별시 강남구 삼성로 150",2,26,84.96,1,"216000"
"11680-382","한양","서울특별시 강남구 압구정로 401",2,26,115.24,5,"260000"
"11680-4003","강남데시앙파크","서울특별시 강남구 헌릉로590길 63",2,27,84.97,7,"105000"
"11680-573","개포주공","서울특별시 강남구 개포로 310",2,27,50.38,4,"218000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",2,27,33.18,13,"89800"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",2,27,39.53,9,"101000"
"11680-3643","역삼푸르지오","서울특별시 강남구 언주로 332",2,27,84.9097,6,"206000"
"11680-4317","이스턴오피스텔","서울특별시 강남구 테헤란로14길 13",2,27,14.92,14,"20000"
"11680-4317","이스턴오피스텔","서울특별시 강남구 테헤란로14길 13",2,27,15.25,12,"20000"
"11680-78","청담현대","서울특별시 강남구 도산대로101길 29",2,27,109.53,22,"237000"
"11680-404","포스코트","서울특별시 강남구 봉은사로 510",2,27,160.53,17,"230000"
"11680-222","한보미도맨션","서울특별시 강남구 삼성로 150",2,27,128.01,13,"298000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",2,28,59.89,15,"109200"
"11680-290","개포주공","서울특별시 강남구 개포로 516",2,28,53.06,12,"157000"
"11680-323","대림아크로빌","서울특별시 강남구 언주로30길 13",2,28,130.545,16,"170000"
"11680-3879","도곡지웰카운티","서울특별시 강남구 남부순환로373길 3",2,28,107.11,4,"166000"
"11680-136","쌍용","서울특별시 강남구 도산대로50길 43",2,28,59.91,3,"91000"
"11680-373","쌍용대치","서울특별시 강남구 영동대로 210",2,28,128.03,4,"251000"
"11680-78","청담현대","서울특별시 강남구 도산대로101길 29",2,28,59.95,13,"138000"
"11680-391","개포주공","서울특별시 강남구 삼성로4길 17",2,29,61.19,10,"170000"
"11680-205","대치삼성","서울특별시 강남구 도곡로78길 22",2,29,97.35,5,"234000"
"11680-3962","도곡쌍용예가","서울특별시 강남구 남부순환로363길 30",2,29,112.13,5,"194500"
"11680-4173","래미안도곡카운티","서울특별시 강남구 도곡로 320",2,29,59.98,17,"190000"
"11680-316","삼성","서울특별시 강남구 광평로31길 27",2,29,84.97,7,"154000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",2,29,49.86,14,"125000"
"11680-1364","아람손프라자/비바빌","서울특별시 강남구 논현로2길 22",2,29,59.96,3,"34300"
"11680-218","은마","서울특별시 강남구 삼성로 212",2,29,84.43,11,"215000"
"11680-666","진넥스빌","서울특별시 강남구 언주로86길 7",2,29,23.85,10,"22400"
"11680-3669","프리우스역삼","서울특별시 강남구 테헤란로13길 31-7",2,29,84.18,2,"100000"
"11680-573","개포주공","서울특별시 강남구 개포로 310",3,2,58.08,1,"226000"
"11680-16","대성","서울특별시 강남구 논현로151길 45",3,2,78.51,3,"71500"
"11680-20","미성","서울특별시 강남구 압구정로 113",3,2,74.4,16,"209000"
"11680-57","연세빌라","서울특별시 강남구 선릉로190길 78",3,2,125.64,13,"185000"
"11680-3736","청담범신칼릭스빌","서울특별시 강남구 도산대로89길 35",3,2,102.69,5,"148000"
"11680-3647","SK허브프리모","서울특별시 강남구 강남대로 240",3,2,33.8,17,"37500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",3,3,49.5,11,"114500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",3,3,49.5,11,"114500"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",3,3,101.94,9,"156000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",3,3,49.86,4,"124000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",3,3,33.18,2,"84000"
"11680-4004","청담자이","서울특별시 강남구 영동대로138길 12",3,3,82.952,14,"239000"
"11680-354","현대비젼","서울특별시 강남구 언주로30길 10",3,3,34.995,23,"34000"
"11680-573","개포주공","서울특별시 강남구 선릉로 7",3,4,56.57,4,"309500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",3,4,49.5,14,"115000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",3,4,120.8233,20,"265000"
"11680-3905","래미안그레이튼","서울특별시 강남구 도곡로43길 21",3,4,121.54,33,"249000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",3,4,39.51,13,"94000"
"11680-364","타워팰리스","서울특별시 강남구 언주로30길 56",3,4,164.95,48,"308500"
"11680-470","타워팰리스","서울특별시 강남구 언주로30길 26",3,4,163.567,51,"298000"
"11680-4036","대명벨리온","서울특별시 강남구 역삼로25길 27",3,5,17.684,3,"21000"
"11680-330","삼성","서울특별시 강남구 남부순환로379길 14",3,5,73.41,8,"160000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",3,5,74.54,1,"157000"
"11680-2","압구정대원칸타빌","서울특별시 강남구 압구정로48길 15",3,5,113.31,5,"165000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",3,5,84.74,1,"160000"
"11680-350","한신엠비씨","서울특별시 강남구 논현로 205",3,5,84.74,1,"160000"
"11680-573","개포주공","서울특별시 강남구 개포로 310",3,6,41.98,5,"203000"
"11680-3608","삼성동에스케이뷰","서울특별시 강남구 봉은사로109길 14-8",3,6,84.88,7,"165000"
"11680-3608","삼성동에스케이뷰","서울특별시 강남구 봉은사로109길 14-8",3,6,117.42,7,"187000"
"11680-280","성원대치","서울특별시 강남구 개포로109길 9",3,6,49.86,10,"123500"
"11680-3643","역삼푸르지오","서울특별시 강남구 언주로 332",3,6,59.8848,21,"167000"
"11680-4199","강남엘에이치","서울특별시 강남구 헌릉로571길 20",3,7,74.74,8,"123000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",3,7,53.06,11,"158500"
"11680-314","까치마을","서울특별시 강남구 광평로19길 10",3,7,39.6,14,"89000"
"11680-531","대우아이빌멤버스","서울특별시 강남구 삼성로85길 42",3,7,36.566,8,"35000"
"11680-301","목련타운","서울특별시 강남구 광평로19길 15",3,7,134.71,2,"199000"
"11680-20","미성","서울특별시 강남구 압구정로 113",3,7,74.4,11,"195000"
"11680-3645","삼성동신영지웰","서울특별시 강남구 봉은사로 448",3,7,84.32,14,"98000"
"11680-332","삼익","서울특별시 강남구 논현로 218",3,7,153.71,6,"191000"
"11680-318","수서한아름","서울특별시 강남구 광평로51길 22",3,7,97.63,1,"141000"
"11680-3570","역삼동월드메르디앙","서울특별시 강남구 도곡로21길 15",3,7,81.76,7,"125000"
"11680-244","우성빌라트","서울특별시 강남구 도곡로23길 32",3,7,129.72,1,"83000"
"11680-442","월드쉐르빌","서울특별시 강남구 강남대로124길 51",3,7,68.86,2,"58000"
"11680-462","지석천평대","서울특별시 강남구 논현로71길 48",3,7,59.77,7,"52000"
"11680-4296","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",3,7,92.6232,21,"243000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",3,7,59.76,10,"131000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",3,7,84.93,15,"157000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",3,8,84.9231,18,"229000"
"11680-503","강남역우정에쉐르","서울특별시 강남구 테헤란로10길 10",3,9,26.68,13,"32800"
"11680-278","경남","서울특별시 강남구 언주로 110",3,9,149.21,5,"247000"
"11680-717","논현동프라임","서울특별시 강남구 논현로113길 5",3,9,134.28,6,"118000"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",3,9,121.74,4,"325000"
"11680-601","동부센트레빌","서울특별시 강남구 선릉로 206",3,9,121.74,4,"325000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",3,9,60,9,"116500"
"11680-4341","엘에이치강남브리즈힐","서울특별시 강남구 자곡로3길 45",3,9,84.98,9,"113000"
"11680-308","푸른마을","서울특별시 강남구 일원로14길 25",3,9,84.93,1,"150000"
"11680-251","한스빌","서울특별시 강남구 도곡로3길 26",3,9,52.27,2,"39000"
"11680-434","LG선릉에클라트","서울특별시 강남구 선릉로100길 42",3,9,36.16,5,"34000"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",3,10,84.86,10,"155000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",3,10,84.9231,3,"232000"
"11680-3879","도곡지웰카운티","서울특별시 강남구 남부순환로373길 3",3,10,107.11,4,"166000"
"11680-3879","도곡지웰카운티","서울특별시 강남구 남부순환로373길 3",3,10,107.11,4,"166000"
"11680-330","삼성","서울특별시 강남구 남부순환로379길 14",3,10,73.41,10,"138000"
"11680-317","삼익","서울특별시 강남구 광평로51길 27",3,10,60,15,"85000"
"11680-303","상록수","서울특별시 강남구 광평로10길 15",3,10,74.54,4,"160000"
"11680-305","수서","서울특별시 강남구 양재대로55길 12",3,10,59.94,14,"110000"
"11680-426","신현대","서울특별시 강남구 압구정로 151",3,10,182.95,10,"450000"
"11680-3819","아델하우스","서울특별시 강남구 학동로82길 29",3,10,206.1,3,"292000"
"11680-218","은마","서울특별시 강남구 삼성로 212",3,10,76.79,2,"195000"
"11680-4296","테헤란아이파크","서울특별시 강남구 테헤란로52길 16",3,10,92.6232,1,"221000"
"11680-382","한양","서울특별시 강남구 압구정로 401",3,10,153.59,13,"340000"
"11680-383","한양","서울특별시 강남구 압구정로 403",3,10,210.1,12,"480000"
"11680-3623","도곡렉슬","서울특별시 강남구 선릉로 221",3,11,84.9984,9,"239000"
NA,"디에이치아너힐즈","서울특별시 강남구 삼성로 11",3,11,76.17,2,"228000"
NA,"래미안블레스티지","서울특별시 강남구 선릉로 8",3,11,84.94,15,"263000"
"11680-211","선경","서울특별시 강남구 삼성로 151",3,11,84.35,3,"259600"
"11680-65","청담","서울특별시 강남구 도산대로89길 49",3,11,84.595,5,"190000"
"11680-4364","청담스위트","서울특별시 강남구 학동로73길 13",3,11,13.425,6,"24500"
"11680-4324","강남데시앙포레","서울특별시 강남구 광평로34길 55",3,12,59.81,4,"125000"
"11680-573","개포주공","서울특별시 강남구 선릉로 7",3,12,56.57,1,"215000"
"11680-290","개포주공","서울특별시 강남구 개포로 516",3,12,83.21,4,"200000"
"11680-558","두산위브","서울특별시 강남구 학동로46길 38",3,12,84.993,2,"150000"
"11680-558","두산위브","서울특별시 강남구 학동로46길 38",3,12,84.993,2,"150000"
"11680-4319","래미안강남힐즈","서울특별시 강남구 자곡로 101",3,12,101.95,4,"161000"
"11680-551","마일스디오빌","서울특별시 강남구 학동로 165",3,12,36.29,12,"39000"
"11680-331","삼성래미안","서울특별시 강남구 남부순환로 2803",3,12,122.81,24,"237500"
"11680-304","샘터마을","서울특별시 강남구 일원로 120",3,12,101.97,4,"180000"
"11680-319","신동아","서울특별시 강남구 광평로47길 17",3,12,49.96,9,"108500"
"11680-3574","휴먼스타빌","서울특별시 강남구 도산대로 454",3,12,35.905,20,"59300"
"11680-423","신현대","서울특별시 강남구 압구정로 151",3,13,108.88,2,"239500"
